"main","pairing"
"TOMATOES","mustard, esp. whole grain"
"TOMATOES","oil: grapeseed, vegetable"
"TOMATOES","okra"
"TOMATOES","OLIVE OIL"
"TOMATOES","olives: black, niçoise"
"TOMATOES","ONIONS, esp. pearl, red, Spanish, sweet, Vidalia, white, yellow"
"TOMATOES","orange, juice"
"TOMATOES","oregano"
"TOMATOES","paprika, esp. sweet"
"TOMATOES","parsley, flat-leaf"
"TOMATOES","pasta and pasta sauces"
"TOMATOES","peas"
"TOMATOES","PEPPER: black, white"
"TOMATOES","pineapple"
"TOMATOES","pizza"
"TOMATOES","port"
"TOMATOES","raspberries"
"TOMATOES","red pepper flakes"
"TOMATOES","rice"
"TOMATOES","rosemary"
"TOMATOES","saffron"
"TOMATOES","sage"
"TOMATOES","salads, green"
"TOMATOES","SALT: fleur de sel, kosher, sea"
"TOMATOES","sandwiches"
"TOMATOES","sauces"
"TOMATOES","shallots"
"TOMATOES","shellfish"
"TOMATOES","soups"
"TOMATOES","Spanish cuisine"
"TOMATOES","squash"
"TOMATOES","stews"
"TOMATOES","stocks / broths: beef, chicken, vegetable"
"TOMATOES","strawberries"
"TOMATOES","sugar (pinch)"
"TOMATOES","Tabasco sauce"
"TOMATOES","tarragon"
"TOMATOES","THYME"
"TOMATOES","tomato paste"
"TOMATOES","veal"
"TOMATOES","vinaigrettes"
"TOMATOES","VINEGAR: balsamic, raspberry, red wine, rice, sherry, tarragon, white, wine"
"TOMATOES","watermelon"
"TOMATOES","wine: red, rosé, vermouth, white"
"TOMATOES","yogurt"
"TOMATOES","zucchini"
"TOMATOES","Flavor Affinities"
"TOMATOES","tomatoes + avocado + basil + crab"
"TOMATOES","tomatoes + avocado + lemon"
"TOMATOES","tomatoes + basil + chervil + garlic + tarragon"
"TOMATOES","tomatoes + basil + goat cheese"
"TOMATOES","tomatoes + basil + mozzarella cheese + garlic + olive oil + balsamic vinegar"
"TOMATOES","tomatoes + basil + olive oil + orange juice + prosciutto + watermelon"
"TOMATOES","tomatoes + basil + oregano + thyme"
"TOMATOES","tomatoes + basil + ricotta cheese"
"TOMATOES","tomatoes + chile peppers + garlic + onions"
"TOMATOES","tomatoes + fennel + Gorgonzola cheese"
"TOMATOES","tomatoes + garlic chives + lemon basil"
"TOMATOES","tomatoes + horseradish + lemon"
"TOMATOES","tomatoes + olive oil + balsamic vinegar"
"TROUT","Season: midsummer"
"TROUT","Weight: medium"
"TROUT","Volume: moderate–loud"
"TROUT","Techniques: bake, broil, grill, panfry, pan roast, poach, roast, sauté, steam"
"TROUT","almonds"
"TROUT","anchovies"
"TROUT","apples: cider, fruit"
"TROUT","bacon"
"TROUT","bay leaf"
"TROUT","beans, green"
"TROUT","bell peppers, esp. red"
"TROUT","bread crumbs"
"TROUT","brown butter sauce"
"TROUT","butter, unsalted"
"TROUT","capers"
"TROUT","carrots"
"TROUT","cayenne"
"TROUT","celery"
"TROUT","cheese: manchego, Parmesan"
"TROUT","chili powder"
"TROUT","corn"
"TROUT","crayfish"
"TROUT","cream"
"TROUT","escarole"
"TROUT","fines herbes"
"TROUT","garlic"
"TROUT","ham, esp. Serrano"
"TROUT","leeks"
"TROUT","lemon, juice"
"TROUT","lentils"
"TROUT","mint"
"TROUT","mushrooms"
"TROUT","oil: canola, peanut"
"TROUT","olive oil"
"TROUT","onions"
"TROUT","oregano"
"TROUT","parsley"
"TROUT","pine nuts"
"TROUT","parsley, flat-leaf"
"TROUT","pepper: black, white"
"TROUT","potatoes"
"TROUT","sage"
"TROUT","salt, kosher"
"TROUT","sauces, béarnaise"
"TROUT","shallots"
"TROUT","stock, mushroom"
"TROUT","thyme"
"TROUT","tomatoes"
"TROUT","vinegar, esp. sherry, wine"
"TROUT","wine: dry red, white"
"TROUT","Flavor Affinities"
"TROUT","trout + bacon + lentils + sherry vinegar"
"TROUT","trout + capers + lemon"
"TROUT, SMOKED","Taste: salty"
"TROUT, SMOKED","Weight: medium"
"TROUT, SMOKED","Volume: loud"
"TROUT, SMOKED","apples"
"TROUT, SMOKED","beans, green"
"TROUT, SMOKED","bell pepper, roasted red"
"TROUT, SMOKED","cayenne"
"TROUT, SMOKED","chives"
"TROUT, SMOKED","corn"
"TROUT, SMOKED","cream"
"TROUT, SMOKED","crème fraîche"
"TROUT, SMOKED","dill"
"TROUT, SMOKED","greens, baby"
"TROUT, SMOKED","horseradish"
"TROUT, SMOKED","lemon, juice"
"TROUT, SMOKED","marjoram"
"TROUT, SMOKED","nutmeg"
"TROUT, SMOKED","olive oil"
"TROUT, SMOKED","pepper: black, white"
"TROUT, SMOKED","purslane"
"TROUT, SMOKED","radishes"
"TROUT, SMOKED","salt, sea"
"TROUT, SMOKED","sour cream"
"TROUT, SMOKED","walnut oil"
"TROUT, SMOKED","wine, white (e.g., Riesling)"
"TROUT, SMOKED","Flavor Affinities"
"TROUT, SMOKED","smoked trout + apples + horseradish"
"TROUT, SMOKED","smoked trout + crème fraîche + dill"
"TROUT, SMOKED","smoked trout + horseradish + lemon juice + olive oil + purslane"
"TRUFFLES, BLACK","Season: winter"
"TRUFFLES, BLACK","Weight: light"
"TRUFFLES, BLACK","Volume: loud (in a subtle way!)"
"TRUFFLES, BLACK","Techniques: shave"
"TRUFFLES, BLACK","bacon"
"TRUFFLES, BLACK","beef"
"TRUFFLES, BLACK","cauliflower"
"TRUFFLES, BLACK","chicken"
"TRUFFLES, BLACK","cod"
"TRUFFLES, BLACK","eggs: chicken, quail"
"TRUFFLES, BLACK","foie gras"
"TRUFFLES, BLACK","French cuisine"
"TRUFFLES, BLACK","langoustines"
"TRUFFLES, BLACK","lemon, juice"
"TRUFFLES, BLACK","mushrooms (e.g., cepes, morels)"
"TRUFFLES, BLACK","olive oil"
"TRUFFLES, BLACK","pears"
"TRUFFLES, BLACK","potatoes"
"TRUFFLES, BLACK","rabbit"
"TRUFFLES, BLACK","scallops"
"TRUFFLES, BLACK","shellfish"
"TRUFFLES, BLACK","stock, chicken"
"TRUFFLES, BLACK","tarragon"
"TRUFFLES, BLACK","vinegar, balsamic"
"TRUFFLES, PACIFIC NORTHWEST","Season: autumn"
"TRUFFLES, PACIFIC NORTHWEST","Weight: light"
"TRUFFLES, PACIFIC NORTHWEST","Volume: moderate–loud (in a subtle way!)"
"TRUFFLES, PACIFIC NORTHWEST","beef, esp. with black truffles"
"TRUFFLES, PACIFIC NORTHWEST","butter"
"TRUFFLES, PACIFIC NORTHWEST","celery root"
"TRUFFLES, PACIFIC NORTHWEST","crab, esp. with white truffles"
"TRUFFLES, PACIFIC NORTHWEST","eggs"
"TRUFFLES, PACIFIC NORTHWEST","game birds, esp. with black truffles"
"TRUFFLES, PACIFIC NORTHWEST","leeks, melted, esp. with black truffles"
"TRUFFLES, PACIFIC NORTHWEST","meats, red, esp. with black truffles"
"TRUFFLES, PACIFIC NORTHWEST","pasta, esp. with white truffles"
"TRUFFLES, PACIFIC NORTHWEST","potatoes, esp. with white truffles"
"TRUFFLES, PACIFIC NORTHWEST","salads, esp. with white truffles"
"TRUFFLES, PACIFIC NORTHWEST","seafood, esp. with white truffles"
"TRUFFLES, PACIFIC NORTHWEST","shellfish, esp. with white truffles"
"TRUFFLES, PACIFIC NORTHWEST","vegetables, root, esp. with white truffles"
"TRUFFLES, WHITE (and White Truffle Oil) (See also Oil,","Season: autumn"
"TRUFFLES, WHITE (and White Truffle Oil) (See also Oil,","Weight: light"
"TRUFFLES, WHITE (and White Truffle Oil) (See also Oil,","Volume: loud (in a subtle way!)"
"TRUFFLES, WHITE (and White Truffle Oil) (See also Oil,","Techniques: shave"
"TRUFFLES, WHITE (and White Truffle Oil) (See also Oil,","Tips: Shave over dishes at the last minute."
"TRUFFLES, WHITE (and White Truffle Oil) (See also Oil,","artichokes, Jerusalem"
"TRUFFLES, WHITE (and White Truffle Oil) (See also Oil,","butter"
"TRUFFLES, WHITE (and White Truffle Oil) (See also Oil,","cheese, Parmesan"
"TRUFFLES, WHITE (and White Truffle Oil) (See also Oil,","cream / milk"
"TRUFFLES, WHITE (and White Truffle Oil) (See also Oil,","eggs"
"TRUFFLES, WHITE (and White Truffle Oil) (See also Oil,","Italian cuisine"
"TRUFFLES, WHITE (and White Truffle Oil) (See also Oil,","onions"
"TRUFFLES, WHITE (and White Truffle Oil) (See also Oil,","pasta"
"TRUFFLES, WHITE (and White Truffle Oil) (See also Oil,","pears"
"TRUFFLES, WHITE (and White Truffle Oil) (See also Oil,","pepper"
"TRUFFLES, WHITE (and White Truffle Oil) (See also Oil,","potatoes"
"TRUFFLES, WHITE (and White Truffle Oil) (See also Oil,","prosciutto"
"TRUFFLES, WHITE (and White Truffle Oil) (See also Oil,","risotto"
"TRUFFLES, WHITE (and White Truffle Oil) (See also Oil,","salt"
"TRUFFLES, WHITE (and White Truffle Oil) (See also Oil,","thyme"
"TRUFFLES, WHITE (and White Truffle Oil) (See also Oil,","Flavor Affinities"
"TRUFFLES, WHITE (and White Truffle Oil) (See also Oil,","truffles + eggs + pasta"
"TUNA","Season: summer–autumn"
"TUNA","Weight: heavy"
"TUNA","Volume: moderate"
"TUNA","Techniques: braise, broil, grill, poach, raw (e.g., sushi, tartare), sauté, sear, steam, stir-fry"
"TUNA","aioli"
"TUNA","anchovies"
"TUNA","arugula"
"TUNA","asparagus"
"TUNA","avocado"
"TUNA","bacon"
"TUNA","basil"
"TUNA","bass, black"
"TUNA","bay leaf"
"TUNA","beans: black, fava, green, white"
"TUNA","beets"
"TUNA","bell peppers, esp. green, red, yellow"
"TUNA","butter, unsalted"
"TUNA","cabbage, green"
"TUNA","capers"
"TUNA","caponata"
"TUNA","carrots"
"TUNA","caviar"
"TUNA","cayenne"
"TUNA","celery"
"TUNA","chervil"
"TUNA","CHILE PEPPERS: dried or fresh, esp. green (e.g., jalapeño, Thai)"
"TUNA","chili oil"
"TUNA","chili sauce"
"TUNA","CHIVES"
"TUNA","CILANTRO"
"TUNA","coconut milk"
"TUNA","cognac"
"TUNA","coriander"
"TUNA","corn"
"TUNA","cornichons"
"TUNA","cucumbers"
"TUNA","cumin"
"TUNA","curry"
"TUNA","daikon"
"TUNA","dashi"
"TUNA","dill"
"TUNA","eggs (e.g., hard-boiled)"
"TUNA","fennel"
"TUNA","fennel pollen"
"TUNA","fennel seeds"
"TUNA","fish sauce, Thai"
"TUNA","frisée"
"TUNA","GARLIC"
"TUNA","GINGER: pickled, fresh, juice"
"TUNA","honey"
"TUNA","jicama"
"TUNA","leeks"
"TUNA","LEMON: juice, zest"
"TUNA","lettuce, red oak"
"TUNA","LIME, juice"
"TUNA","mayonnaise"
"TUNA","mint, esp. spearmint"
"TUNA","mirepoix"
"TUNA","mirin"
"TUNA","miso, sweet"
"TUNA","mizuna"
"TUNA","mushrooms: cultivated, shiitakes"
"TUNA","mustard: Dijon, seeds"
"TUNA","nectarines"
"TUNA","noodles: angel hair, vermicelli, rice"
"TUNA","nori"
"TUNA","OIL: canola, grapeseed, peanut, sesame, vegetable"
"TUNA","olive oil"
"TUNA","olives, esp. black, kalamata, niçoise"
"TUNA","ONIONS: green, pearl, red, Spanish, spring"
"TUNA","orange, blood or regular, juice"
"TUNA","pancetta"
"TUNA","paprika"
"TUNA","PARSLEY, flat-leaf"
"TUNA","passion fruit"
"TUNA","pasta"
"TUNA","PEPPER: black, green, white"
"TUNA","pine nuts"
"TUNA","potatoes"
"TUNA","prosciutto"
"TUNA","radicchio"
"TUNA","radishes"
"TUNA","rice"
"TUNA","rosemary"
"TUNA","sage"
"TUNA","sake"
"TUNA","SALT: kosher, sea"
"TUNA","SCALLIONS"
"TUNA","scallops"
"TUNA","SESAME: oil, seeds"
"TUNA","shallots"
"TUNA","shiso"
"TUNA","SOY SAUCE"
"TUNA","spinach"
"TUNA","stock, chicken"
"TUNA","sugar"
"TUNA","sweet potatoes"
"TUNA","Tabasco sauce"
"TUNA","tahini"
"TUNA","tarragon"
"TUNA","THYME"
"TUNA","TOMATOES, tomato juice, tomato paste"
"TUNA","veal and veal cheeks"
"TUNA","vinaigrette"
"TUNA","VINEGAR: balsamic, champagne, red wine, rice wine, sherry, white wine"
"TUNA","vodka"
"TUNA","wasabi"
"TUNA","watercress"
"TUNA","wine: dry red (Grenache, Pinot Noir, Syrah), rosé"
"TUNA","yuzu: juice, rind"
"TUNA","Flavor Affinities"
"TUNA","tuna + aioli + capers + tomatoes"
"TUNA","tuna + anchovies + green beans + olives + potatoes"
"TUNA","tuna + arugula + bacon"
"TUNA","tuna + avocado + ginger + radish"
"TUNA","tuna + avocado + lemon + soy sauce"
"TUNA","tuna + beets + lemon"
"TUNA","tuna + black pepper + cilantro + cucumber + soy sauce"
"TUNA","tuna + cilantro + cumin"
"TUNA","tuna + cilantro + dill + garlic + mint"
"TUNA","tuna + cilantro + dill + mint"
"TUNA","tuna + cucumber + ginger + miso + shiso"
"TUNA","tuna + fennel + fennel pollen"
"TUNA","tuna + ginger + mustard"
"TUNA","tuna + ginger + vinaigrette"
"TUNA","tuna + jalapeño chile + cilantro + ginger + sesame oil + shallots + soy sauce"
"TUNA","tuna + lemon + olive oil + tomatoes + watercress"
"TUNA","tuna + sesame + wasabi"
"TURBOT","Weight: medium"
"TURBOT","Volume: quiet–moderate"
"TURBOT","Techniques: bake, broil, grill, poach, roast, sauté, steam"
"TURBOT","asparagus"
"TURBOT","butter, unsalted"
"TURBOT","Champagne"
"TURBOT","chervil"
"TURBOT","chives"
"TURBOT","crème fraîche"
"TURBOT","fennel"
"TURBOT","garlic"
"TURBOT","ginger"
"TURBOT","hollandaise sauce"
"TURBOT","leeks"
"TURBOT","lemon: juice, zest"
"TURBOT","marjoram"
"TURBOT","miso"
"TURBOT","mushrooms"
"TURBOT","olive oil"
"TURBOT","parsley, flat-leaf"
"TURBOT","pepper: black, white"
"TURBOT","potatoes, esp. red, white"
"TURBOT","rosemary"
"TURBOT","saffron"
"TURBOT","sage"
"TURBOT","salt, sea"
"TURBOT","shallots"
"TURBOT","spinach"
"TURBOT","stocks: fish, mussel"
"TURBOT","tarragon"
"TURBOT","tomatoes"
"TURBOT","vanilla"
"TURBOT","wine: Champagne, white"
"TURBOT","Flavor Affinities"
"TURBOT","turbot + butter + lemon + marjoram"
"TURBOT","turbot + caviar + Champagne"
"TURBOT","turbot + lemon + miso + mushrooms"
"TURKEY","Season: summer–autumn"
"TURKEY","Weight: medium"
"TURKEY","Volume: quiet"
"TURKEY","Techniques: braise, grill, poach, roast, sauté, stir-fry"
"TURKEY","allspice"
"TURKEY","apples"
"TURKEY","bacon"
"TURKEY","bay leaf"
"TURKEY","bread crumbs"
"TURKEY","butter, unsalted"
"TURKEY","cardamom"
"TURKEY","carrots"
"TURKEY","celery"
"TURKEY","cheese: white sheep or goat’s milk (similar to feta)"
"TURKEY","chestnuts"
"TURKEY","chile peppers: dried red (esp. sweet); fresh green"
"TURKEY","cinnamon"
"TURKEY","cloves"
"TURKEY","corn bread"
"TURKEY","cranberries"
"TURKEY","cumin"
"TURKEY","fenugreek leaves"
"TURKEY","figs, dried"
"TURKEY","garam masala"
"TURKEY","garlic"
"TURKEY","ginger"
"TURKEY","grapes, white"
"TURKEY","innards: turkey heart, liver"
"TURKEY","juniper berries"
"TURKEY","leeks"
"TURKEY","lemon, juice"
"TURKEY","lime, juice"
"TURKEY","mushrooms, esp. wild (e.g., chanterelles)"
"TURKEY","oil: canola, grapeseed, peanut, vegetable"
"TURKEY","olive oil"
"TURKEY","onions, esp. sweet, white"
"TURKEY","orange, juice"
"TURKEY","paprika"
"TURKEY","parsnips"
"TURKEY","parsley, flat-leaf"
"TURKEY","pepper: black, white"
"TURKEY","phyllo dough"
"TURKEY","pine nuts"
"TURKEY","potatoes"
"TURKEY","raisins, esp. yellow"
"TURKEY","rosemary"
"TURKEY","sage"
"TURKEY","salt, kosher"
"TURKEY","sausage, esp. Italian"
"TURKEY","shallots"
"TURKEY","soy sauce"
"TURKEY","spinach"
"TURKEY","stocks: chicken, turkey"
"TURKEY","stuffing"
"TURKEY","sugar"
"TURKEY","tarragon"
"TURKEY","thyme"
"TURKEY","tomatoes"
"TURKEY","vermouth, dry"
"TURKEY","walnuts"
"TURKEY","wine, dry white, rosé"
"TURKEY","yogurt"
"TURKISH CUISINE","beef"
"TURKISH CUISINE","chicken"
"TURKISH CUISINE","cinnamon, esp. in desserts"
"TURKISH CUISINE","cloves, esp. in desserts"
"TURKISH CUISINE","cumin"
"TURKISH CUISINE","dill"
"TURKISH CUISINE","eggplant"
"TURKISH CUISINE","fish"
"TURKISH CUISINE","garlic"
"TURKISH CUISINE","goat / sheep cheese"
"TURKISH CUISINE","honey, esp. in desserts"
"TURKISH CUISINE","kebabs, meat, esp. lamb"
"TURKISH CUISINE","lamb, esp. grilled"
"TURKISH CUISINE","lemon"
"TURKISH CUISINE","mint: dried, fresh"
"TURKISH CUISINE","nutmeg, esp. in desserts"
"TURKISH CUISINE","olive oil"
"TURKISH CUISINE","onions"
"TURKISH CUISINE","paprika"
"TURKISH CUISINE","parsley"
"TURKISH CUISINE","pepper, black"
"TURKISH CUISINE","phyllo dough"
"TURKISH CUISINE","rice"
"TURKISH CUISINE","sesame seeds"
"TURKISH CUISINE","spinach"
"TURKISH CUISINE","tomatoes"
"TURKISH CUISINE","walnuts"
"TURKISH CUISINE","yogurt"
"TURKISH CUISINE","Flavor Affinities"
"TURKISH CUISINE","chicken + garlic + paprika + parsley"
"TURKISH CUISINE","cumin + lemon + parsley"
"TURKISH CUISINE","eggplant + garlic + meat + onions + tomatoes"
"TURKISH CUISINE","fish + dill + lemon + black pepper"
"TURKISH CUISINE","lamb + cumin + dill + mint"
"TURMERIC","Season: year-round"
"TURMERIC","Taste: bittersweet; pungent"
"TURMERIC","Function: heating"
"TURMERIC","Weight: light–medium"
"TURMERIC","Volume: medium"
"TURMERIC","Asian cuisine"
"TURMERIC","beans"
"TURMERIC","beef"
"TURMERIC","butter"
"TURMERIC","Caribbean cuisine"
"TURMERIC","cheese"
"TURMERIC","chicken"
"TURMERIC","chile peppers"
"TURMERIC","chutneys"
"TURMERIC","cilantro"
"TURMERIC","cloves"
"TURMERIC","coconut milk"
"TURMERIC","coriander"
"TURMERIC","cumin"
"TURMERIC","*CURRY LEAVES, POWDER"
"TURMERIC","eggplant"
"TURMERIC","eggs"
"TURMERIC","fennel"
"TURMERIC","fish"
"TURMERIC","garlic"
"TURMERIC","ginger"
"TURMERIC","Indian cuisine"
"TURMERIC","Indonesian cuisine"
"TURMERIC","kaffir lime, leaves"
"TURMERIC","lamb"
"TURMERIC","lemongrass"
"TURMERIC","lentils"
"TURMERIC","meats, esp. white"
"TURMERIC","Middle Eastern cuisine"
"TURMERIC","Moroccan cuisine"
"TURMERIC","mustard"
"TURMERIC","mustard seeds"
"TURMERIC","North African cuisine"
"TURMERIC","paella"
"TURMERIC","paprika"
"TURMERIC","parsley"
"TURMERIC","pepper"
"TURMERIC","pickles"
"TURMERIC","pork"
"TURMERIC","potatoes"
"TURMERIC","poultry"
"TURMERIC","ras el hanout (key ingredient)"
"TURMERIC","rice"
"TURMERIC","sauces, esp. creamy"
"TURMERIC","sausage"
"TURMERIC","seafood"
"TURMERIC","shallots"
"TURMERIC","shellfish"
"TURMERIC","shrimp"
"TURMERIC","soups"
"TURMERIC","Southeast Asian cuisine"
"TURMERIC","spinach"
"TURMERIC","stewed dishes"
"TURMERIC","tamarind"
"TURMERIC","Thai cuisine"
"TURMERIC","vegetables, esp. root"
"TURMERIC","yogurt"
"TURMERIC","Flavor Affinities"
"TURMERIC","turmeric + cilantro + cumin + garlic + onion + paprika + parsley + pepper (Moroccan"
"TURMERIC","chermoula)"
"TURMERIC","turmeric + coriander + cumin (Indian cuisine)"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","Season: year-round"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","Taste: sweet"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","Weight: medium–heavy"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","Volume: moderate–loud"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","Techniques: boil, braise, deep-fry, roast, simmer, steam"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","bacon"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","bay leaf"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","butter, unsalted"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","carrots"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","celery root"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","cheese, Parmesan"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","cream"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","curry"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","dill"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","duck, esp. roasted"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","garlic"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","honey"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","juniper berries"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","lamb"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","leeks"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","lemon, juice"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","marjoram"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","nutmeg"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","onions, esp. green, yellow"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","parsley"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","pepper: black, white"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","poppy seeds"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","pork, esp. roasted"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","potatoes"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","prosciutto"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","salt: kosher, rock, sea"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","shiso"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","stock, chicken"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","sugar (pinch)"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","sweet potatoes"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","thyme"
"TURNIP GREENS (See Greens, Turnip) TURNIPS","vinegar"
"UMAMI","Taste: savory or savory + salty"
"UMAMI","aged foods (e.g., cheese)"
"UMAMI","anchovies"
"UMAMI","beef, esp. aged"
"UMAMI","bonito flakes"
"UMAMI","broccoli"
"UMAMI","carrots"
"UMAMI","cheese, aged (e.g., blue, Gruyère, Parmesan, Roquefort)"
"UMAMI","chicken"
"UMAMI","clams"
"UMAMI","cured foods"
"UMAMI","fermented foods"
"UMAMI","fish sauce, Asian"
"UMAMI","grapefruit"
"UMAMI","grapes"
"UMAMI","ketchup"
"UMAMI","lobster"
"UMAMI","mackerel"
"UMAMI","meats"
"UMAMI","miso"
"UMAMI","mushrooms, esp. shiitake"
"UMAMI","oysters"
"UMAMI","pork"
"UMAMI","potatoes"
"UMAMI","ripe ingredients"
"UMAMI","sardines"
"UMAMI","sauces, meat-based"
"UMAMI","scallops"
"UMAMI","seafood"
"UMAMI","seaweed, dried"
"UMAMI","soy beans"
"UMAMI","soy sauce"
"UMAMI","squid"
"UMAMI","steaks, esp. dry-aged, grilled"
"UMAMI","stocks, meat-based"
"UMAMI","sweet potatoes"
"UMAMI","tea, green"
"UMAMI","tomatoes and tomato sauce"
"UMAMI","truffles"
"UMAMI","tuna"
"UMAMI","vinegar, balsamic"
"UMAMI","walnuts"
"VANILLA","Taste: sweet"
"VANILLA","Weight: medium"
"VANILLA","Volume: quiet"
"VANILLA","allspice"
"VANILLA","almonds"
"VANILLA","apples"
"VANILLA","apricots"
"VANILLA","BAKED GOODS, e.g., cakes, cookies"
"VANILLA","bay leaf"
"VANILLA","beans, black"
"VANILLA","beef"
"VANILLA","berries"
"VANILLA","beverages (e.g., eggnog, soft drinks)"
"VANILLA","brown butter"
"VANILLA","butter"
"VANILLA","butterscotch"
"VANILLA","cakes"
"VANILLA","candies"
"VANILLA","caramel"
"VANILLA","cardamom"
"VANILLA","cheese, ricotta"
"VANILLA","chicken"
"VANILLA","chiles"
"VANILLA","CHOCOLATE"
"VANILLA","cilantro"
"VANILLA","cinnamon"
"VANILLA","cloves"
"VANILLA","coconut"
"VANILLA","COFFEE"
"VANILLA","cookies"
"VANILLA","CREAM AND ICE CREAM"
"VANILLA","cream cheese"
"VANILLA","custards"
"VANILLA","DESSERTS"
"VANILLA","eggs"
"VANILLA","figs"
"VANILLA","fish"
"VANILLA","fruits, esp. poached"
"VANILLA","ginger"
"VANILLA","honey"
"VANILLA","*ICE CREAM"
"VANILLA","lamb"
"VANILLA","lavender"
"VANILLA","lemon: juice, zest"
"VANILLA","lemongrass"
"VANILLA","lobster"
"VANILLA","mascarpone"
"VANILLA","meats"
"VANILLA","melon"
"VANILLA","Mexican cuisine"
"VANILLA","milk"
"VANILLA","mint"
"VANILLA","mussels"
"VANILLA","nutmeg"
"VANILLA","nuts"
"VANILLA","orange"
"VANILLA","peaches"
"VANILLA","pears"
"VANILLA","plums"
"VANILLA","pork"
"VANILLA","puddings"
"VANILLA","rhubarb"
"VANILLA","rice"
"VANILLA","rosemary"
"VANILLA","saffron"
"VANILLA","salads, fruit"
"VANILLA","scallops"
"VANILLA","seafood"
"VANILLA","seeds: poppy, sesame"
"VANILLA","shellfish"
"VANILLA","soups"
"VANILLA","stocks"
"VANILLA","strawberries"
"VANILLA","SUGAR"
"VANILLA","tamarind"
"VANILLA","tea"
"VANILLA","tomatoes"
"VANILLA","vegetables (e.g., root)"
"VANILLA","vinegar, balsamic"
"VANILLA","whiskey"
"VANILLA","wine, Champagne"
"VANILLA","yogurt"
"VANILLA","Flavor Affinities"
"VANILLA","vanilla + almonds + cream + whiskey"
"VANILLA","vanilla + bay leaf + brown butter"
"VANILLA","vanilla + chicken + cream"
"VEAL — IN GENERAL","Season: spring"
"VEAL — IN GENERAL","Weight: light–medium"
"VEAL — IN GENERAL","Volume: quiet"
"VEAL — IN GENERAL","Techniques: braise (shanks), pan roast (chops), roast, stew (breast, shoulder)"
"VEAL — IN GENERAL","almonds"
"VEAL — IN GENERAL","anchovies"
"VEAL — IN GENERAL","apples"
"VEAL — IN GENERAL","asparagus"
"VEAL — IN GENERAL","basil"
"VEAL — IN GENERAL","bay leaf"
"VEAL — IN GENERAL","beans, esp. flageolets, haricots verts"
"VEAL — IN GENERAL","beef, short ribs"
"VEAL — IN GENERAL","beets"
"VEAL — IN GENERAL","bell peppers: green, red, yellow"
"VEAL — IN GENERAL","brandy"
"VEAL — IN GENERAL","bread and bread crumbs"
"VEAL — IN GENERAL","butter, unsalted"
"VEAL — IN GENERAL","capers"
"VEAL — IN GENERAL","caraway seeds"
"VEAL — IN GENERAL","carrots"
"VEAL — IN GENERAL","celery"
"VEAL — IN GENERAL","celery root"
"VEAL — IN GENERAL","cheese: Emmental, Gruyère, Parmesan, Swiss"
"VEAL — IN GENERAL","chervil"
"VEAL — IN GENERAL","chile peppers"
"VEAL — IN GENERAL","chives"
"VEAL — IN GENERAL","cider"
"VEAL — IN GENERAL","coconut milk"
"VEAL — IN GENERAL","cream"
"VEAL — IN GENERAL","crème fraîche"
"VEAL — IN GENERAL","cucumbers, sautéed"
"VEAL — IN GENERAL","dill"
"VEAL — IN GENERAL","eggs, esp. hard-boiled"
"VEAL — IN GENERAL","French cuisine"
"VEAL — IN GENERAL","GARLIC"
"VEAL — IN GENERAL","gremolata"
"VEAL — IN GENERAL","ham: smoked, hock"
"VEAL — IN GENERAL","hazelnuts"
"VEAL — IN GENERAL","Italian cuisine"
